Open,Close,High,Low,Volume,Date
3323.17,3349.16,3351.03,3318.14,2,8/6/2020
3317.37,3327.77,3330.77,3317.37,2,8/5/2020
3289.92,3306.51,3306.84,3286.37,2,8/4/2020
3288.26,3294.61,3302.73,3284.53,2,8/3/2020
3270.45,3271.12,3272.17,3220.26,3,7/31/2020
3231.76,3246.22,3250.92,3204.13,2,7/30/2020
3227.22,3258.44,3264.74,3227.22,2,7/29/2020
3234.27,3218.44,3243.72,3216.17,2,7/28/2020
3219.84,3239.41,3241.43,3214.25,2,7/27/2020
3218.58,3215.63,3227.26,3200.05,2,7/24/2020
3271.64,3235.66,3279.99,3222.66,2,7/23/2020
3254.86,3276.02,3279.32,3253.1,2,7/22/2020
3268.52,3257.3,3277.29,3247.77,2,7/21/2020
3224.29,3251.84,3258.61,3215.16,2,7/20/2020
3224.21,3224.73,3233.52,3205.65,2,7/17/2020
3208.36,3215.57,3220.39,3198.59,2,7/16/2020
3225.98,3226.56,3238.28,3200.76,2,7/15/2020
3141.11,3197.52,3200.95,3127.66,2,7/14/2020
3205.08,3155.22,3235.32,3149.43,2,7/13/2020
3152.47,3185.04,3186.82,3136.22,2,7/10/2020
3176.17,3152.05,3179.78,3115.7,2,7/9/2020
3153.07,3169.94,3171.8,3136.53,2,7/8/2020
3166.44,3145.32,3184.15,3142.93,2,7/7/2020
3155.29,3179.72,3182.59,3155.29,2,7/6/2020
3143.64,3130.01,3165.81,3124.52,2,7/2/2020
3105.92,3115.86,3128.44,3101.17,2,7/1/2020
3050.2,3100.29,3111.51,3047.83,2,6/30/2020
3018.59,3053.24,3053.89,2999.74,2,6/29/2020
3073.2,3009.05,3073.73,3004.63,4,6/26/2020
3046.6,3083.76,3086.25,3024.01,2,6/25/2020
3114.4,3050.33,3115.01,3032.13,3,6/24/2020
3138.7,3131.29,3154.9,3127.12,2,6/23/2020
3094.42,3117.86,3120.92,3079.39,2,6/22/2020
3140.29,3097.74,3155.53,3083.11,4,6/19/2020
3101.64,3115.34,3120,3093.51,2,6/18/2020
3136.13,3113.49,3141.16,3108.03,2,6/17/2020
3131,3124.74,3153.45,3076.06,3,6/16/2020
2993.76,3066.59,3079.76,2965.66,3,6/15/2020
3071.04,3041.31,3088.42,2984.47,3,6/12/2020
3123.53,3002.1,3123.53,2999.49,4,6/11/2020
3213.42,3190.14,3223.27,3181.49,3,6/10/2020
3213.32,3207.18,3222.71,3193.11,3,6/9/2020
3199.92,3232.39,3233.13,3196,3,6/8/2020
3163.84,3193.93,3211.72,3163.84,4,6/5/2020
3111.56,3112.35,3128.91,3090.41,3,6/4/2020
3098.9,3122.87,3130.94,3098.9,3,6/3/2020
3064.78,3080.82,3081.07,3051.64,2,6/2/2020
3038.78,3055.73,3062.18,3031.54,2,6/1/2020
3025.17,3044.31,3049.17,2998.61,4,5/29/2020
3046.61,3029.73,3068.67,3023.4,3,5/28/2020
3015.65,3036.13,3036.25,2969.75,3,5/27/2020
3004.08,2991.77,3021.72,2988.17,3,5/26/2020
2948.05,2955.45,2956.76,2933.59,2,5/22/2020
2969.95,2948.51,2978.5,2938.57,2,5/21/2020
2953.63,2971.61,2980.29,2953.63,2,5/20/2020
2948.59,2922.94,2964.21,2922.35,2,5/19/2020
2913.86,2953.91,2968.09,2913.86,3,5/18/2020
2829.95,2863.7,2865.01,2816.78,3,5/15/2020
2794.54,2852.5,2852.8,2766.64,3,5/14/2020
2865.86,2820,2874.14,2793.15,3,5/13/2020
2939.5,2870.12,2945.82,2869.59,2,5/12/2020
2915.46,2930.32,2944.25,2903.44,2,5/11/2020
2908.83,2929.8,2932.16,2902.88,2,5/8/2020
2878.26,2881.19,2901.92,2876.48,2,5/7/2020
2883.14,2848.42,2891.11,2847.65,2,5/6/2020
2868.88,2868.44,2898.23,2863.55,2,5/5/2020
2815.01,2842.74,2844.24,2797.85,2,5/4/2020
2869.09,2830.71,2869.09,2821.61,2,5/1/2020
2930.91,2912.43,2930.91,2892.47,3,4/30/2020
2918.46,2939.51,2954.86,2912.16,3,4/29/2020
2909.96,2863.39,2921.15,2860.71,3,4/28/2020
2854.65,2878.48,2887.72,2852.89,2,4/27/2020
2812.64,2836.74,2842.71,2791.76,2,4/24/2020
2810.42,2797.8,2844.9,2794.26,2,4/23/2020
2787.89,2799.31,2815.1,2775.95,2,4/22/2020
2784.81,2736.56,2785.54,2727.1,3,4/21/2020
2845.62,2823.16,2868.98,2820.43,2,4/20/2020
2842.43,2874.56,2879.22,2830.88,3,4/17/2020
2799.34,2799.55,2806.51,2764.32,3,4/16/2020
2795.64,2783.36,2801.88,2761.54,3,4/15/2020
2805.1,2846.06,2851.85,2805.1,3,4/14/2020
2782.46,2761.63,2782.46,2721.17,2,4/13/2020
2776.99,2789.82,2818.57,2762.36,4,4/9/2020
2685,2749.98,2760.75,2663.3,3,4/8/2020
2738.65,2659.41,2756.89,2657.67,4,4/7/2020
2578.28,2663.68,2676.85,2574.57,4,4/6/2020
2514.92,2488.65,2538.18,2459.96,3,4/3/2020
2458.54,2526.9,2533.22,2455.79,3,4/2/2020
2498.08,2470.5,2522.75,2447.49,3,4/1/2020
2614.69,2584.59,2641.39,2571.15,3,3/31/2020
2558.98,2626.65,2631.8,2545.28,3,3/30/2020
2555.87,2541.47,2615.91,2520.02,3,3/27/2020
2501.29,2630.07,2637.01,2500.72,4,3/26/2020
2457.77,2475.56,2571.42,2407.53,4,3/25/2020
2344.44,2447.33,2449.71,2344.44,4,3/24/2020
2290.71,2237.4,2300.73,2191.86,4,3/23/2020
2431.94,2304.92,2453.01,2295.56,5,3/20/2020
2393.48,2409.39,2466.97,2319.78,4,3/19/2020
2436.5,2398.1,2453.57,2280.52,5,3/18/2020
2425.66,2529.19,2553.93,2367.04,4,3/17/2020
2508.59,2386.13,2562.98,2380.94,4,3/16/2020
2569.99,2711.02,2711.33,2492.37,5,3/13/2020
2630.86,2480.64,2660.95,2478.86,5,3/12/2020
2825.6,2741.38,2825.6,2707.22,4,3/11/2020
2813.48,2882.23,2882.59,2734,4,3/10/2020
2863.89,2746.56,2863.89,2734.43,4,3/9/2020
2954.2,2972.37,2985.93,2901.54,3,3/6/2020
3075.7,3023.94,3083.04,2999.83,3,3/5/2020
3045.75,3130.12,3130.97,3034.38,3,3/4/2020
3096.46,3003.37,3136.72,2976.63,3,3/3/2020
2974.28,3090.23,3090.96,2945.19,3,3/2/2020
2916.9,2954.22,2959.72,2855.84,5,2/28/2020
3062.54,2978.76,3097.07,2977.39,3,2/27/2020
3139.9,3116.39,3182.51,3108.99,2,2/26/2020
3238.94,3128.21,3246.99,3118.77,3,2/25/2020
3257.61,3225.89,3259.81,3214.65,2,2/24/2020
3360.5,3337.75,3360.76,3328.45,2,2/21/2020
3380.45,3373.23,3389.15,3341.02,2,2/20/2020
3380.39,3386.15,3393.52,3378.83,1,2/19/2020
3369.04,3370.29,3375.01,3355.61,1,2/18/2020
3378.08,3380.16,3380.69,3366.15,1,2/14/2020
3365.9,3373.94,3385.09,3360.52,1,2/13/2020
3370.5,3379.45,3381.47,3369.72,2,2/12/2020
3365.87,3357.75,3375.63,3352.72,1,2/11/2020
3318.28,3352.09,3352.26,3317.77,1,2/10/2020
3335.54,3327.71,3341.42,3322.12,1,2/7/2020
3344.92,3345.78,3347.96,3334.39,1,2/6/2020
3324.91,3334.69,3337.58,3313.75,2,2/5/2020
3280.61,3297.59,3306.92,3280.61,2,2/4/2020
3235.66,3248.92,3268.44,3235.66,2,2/3/2020
3282.33,3225.52,3282.33,3214.68,2,1/31/2020
3256.45,3283.66,3285.91,3242.8,2,1/30/2020
3289.46,3273.4,3293.47,3271.89,2,1/29/2020
3255.35,3276.24,3285.78,3253.22,2,1/28/2020
3247.16,3243.63,3258.85,3234.5,2,1/27/2020
3333.1,3295.47,3333.18,3281.53,2,1/24/2020
3315.77,3325.54,3326.88,3301.87,2,1/23/2020
3330.02,3321.75,3337.77,3320.04,1,1/22/2020
3321.03,3320.79,3329.79,3316.61,2,1/21/2020
3323.66,3329.62,3329.88,3318.86,2,1/17/2020
3302.97,3316.81,3317.11,3302.82,1,1/16/2020
3282.27,3289.29,3298.66,3280.69,1,1/15/2020
3285.35,3283.15,3294.25,3277.19,1,1/14/2020
3271.13,3288.13,3288.13,3268.43,1,1/13/2020
3281.81,3265.35,3282.99,3260.86,1,1/10/2020
3266.03,3274.7,3275.58,3263.67,1,1/9/2020
3238.59,3253.05,3267.07,3236.67,1,1/8/2020
3241.86,3237.18,3244.91,3232.43,1,1/7/2020
3217.55,3246.28,3246.84,3214.64,1,1/6/2020
3226.36,3234.85,3246.15,3222.34,1,1/3/2020
3244.67,3257.85,3258.14,3235.53,1,1/2/2020
3215.18,3230.78,3231.72,3212.03,1,12/31/2019
3240.09,3221.29,3240.92,3216.57,1,12/30/2019
3247.23,3240.02,3247.93,3234.37,1,12/27/2019
3227.2,3239.91,3240.08,3227.2,1,12/26/2019
3225.45,3223.38,3226.43,3220.51,604,12/24/2019
3226.05,3224.01,3227.78,3222.3,1,12/23/2019
3223.33,3221.22,3225.65,3216.03,3,12/20/2019
3192.32,3205.37,3205.48,3192.32,1,12/19/2019
3195.21,3191.14,3198.48,3191.14,2,12/18/2019
3195.4,3192.52,3198.22,3191.03,1,12/17/2019
3183.63,3191.45,3197.71,3183.63,2,12/16/2019
3166.65,3168.8,3182.68,3156.51,1,12/13/2019
3141.23,3168.57,3176.28,3138.47,2,12/12/2019
3135.75,3141.63,3143.98,3133.21,1,12/11/2019
3135.36,3132.52,3142.12,3126.09,1,12/10/2019
3141.86,3135.96,3148.87,3135.46,1,12/9/2019
3134.62,3145.91,3150.6,3134.62,1,12/6/2019
3119.21,3117.43,3119.45,3103.76,1,12/5/2019
3103.5,3112.76,3119.38,3102.53,1,12/4/2019
3087.41,3093.2,3094.97,3070.33,1,12/3/2019
3143.85,3113.87,3144.31,3110.78,1,12/2/2019
3147.18,3140.98,3150.3,3139.34,836,11/29/2019
3145.49,3153.63,3154.26,3143.41,1,11/27/2019
3134.85,3140.52,3142.69,3131,2,11/26/2019
3117.44,3133.64,3133.83,3117.44,1,11/25/2019
3111.41,3110.29,3112.87,3099.26,1,11/22/2019
3108.49,3103.54,3110.11,3094.55,1,11/21/2019
3114.66,3108.46,3118.97,3091.41,2,11/20/2019
3127.45,3120.18,3127.64,3113.47,1,11/19/2019
3117.91,3122.03,3124.17,3112.06,1,11/18/2019
3107.92,3120.46,3120.46,3104.6,1,11/15/2019
3090.75,3096.63,3098.2,3083.26,1,11/14/2019
3084.18,3094.04,3098.06,3078.8,1,11/13/2019
3089.28,3091.84,3102.61,3084.73,1,11/12/2019
3080.33,3087.01,3088.33,3075.82,1,11/11/2019
3081.25,3093.08,3093.09,3073.58,1,11/8/2019
3087.02,3085.18,3097.77,3080.23,2,11/7/2019
3075.1,3076.78,3078.34,3065.89,2,11/6/2019
3080.8,3074.62,3083.95,3072.15,2,11/5/2019
3078.96,3078.27,3085.2,3074.87,2,11/4/2019
3050.72,3066.91,3066.95,3050.72,1,11/1/2019
3046.9,3037.56,3046.9,3023.19,2,10/31/2019
3039.74,3046.77,3050.1,3025.96,1,10/30/2019
3035.39,3036.89,3047.87,3034.81,1,10/29/2019
3032.12,3039.42,3044.08,3032.12,1,10/28/2019
3003.32,3022.55,3027.39,3001.94,1,10/25/2019
3014.78,3010.29,3016.07,3000.42,1,10/24/2019
2994.01,3004.52,3004.78,2991.21,1,10/23/2019
3010.73,2995.99,3014.57,2995.04,1,10/22/2019
2996.48,3006.72,3007.33,2995.35,1,10/21/2019
2996.84,2986.2,3000,2976.31,1,10/18/2019
3000.77,2997.95,3008.29,2991.79,1,10/17/2019
2989.68,2989.69,2997.54,2985.2,1,10/16/2019
2973.61,2995.68,3003.28,2973.61,1,10/15/2019
2965.81,2966.15,2972.84,2962.94,1,10/14/2019
2963.07,2970.27,2993.28,2963.07,1,10/11/2019
2918.55,2938.13,2948.46,2917.12,1,10/10/2019
2911.1,2919.4,2929.32,2907.41,1,10/9/2019
2920.4,2893.06,2925.47,2892.66,1,10/8/2019
2944.23,2938.79,2959.75,2935.68,1,10/7/2019
2918.56,2952.01,2953.74,2918.56,1,10/4/2019
2885.38,2910.63,2911.13,2855.94,1,10/3/2019
2924.78,2887.61,2924.78,2874.93,2,10/2/2019
2983.69,2940.25,2992.53,2938.7,1,10/1/2019
2967.07,2976.74,2983.85,2967.07,1,9/30/2019
2985.47,2961.79,2987.31,2945.53,1,9/27/2019
2985.73,2977.62,2987.28,2963.71,1,9/26/2019
2968.35,2984.87,2989.82,2952.86,1,9/25/2019
3002.43,2966.6,3007.98,2957.73,2,9/24/2019
2983.5,2991.78,2999.15,2982.23,1,9/23/2019
3008.42,2992.07,3016.37,2984.68,3,9/20/2019
3010.36,3006.79,3021.99,3003.16,1,9/19/2019
3001.5,3006.73,3007.83,2978.57,1,9/18/2019
2995.67,3005.7,3006.21,2993.73,1,9/17/2019
2996.41,2997.96,3002.19,2990.67,1,9/16/2019
3012.21,3007.39,3017.33,3002.9,1,9/13/2019
3009.08,3009.57,3020.74,3000.92,2,9/12/2019
2981.41,3000.93,3000.93,2975.31,2,9/11/2019
2971.01,2979.39,2979.39,2957.01,2,9/10/2019
2988.43,2978.43,2989.43,2969.39,2,9/9/2019
2980.33,2978.71,2985.03,2972.51,1,9/6/2019
2960.6,2976,2985.86,2960.6,1,9/5/2019
2924.67,2937.78,2938.84,2921.86,1,9/4/2019
2909.01,2906.27,2914.39,2891.85,1,9/3/2019
2937.09,2926.46,2940.43,2913.32,1,8/30/2019
2910.37,2924.58,2930.5,2905.67,1,8/29/2019
2861.28,2887.94,2890.03,2853.05,1,8/28/2019
2893.14,2869.16,2898.79,2860.59,1,8/27/2019
2866.7,2878.38,2879.27,2856,1,8/26/2019
2911.07,2847.11,2927.01,2834.97,2,8/23/2019
2930.94,2922.95,2939.08,2904.51,1,8/22/2019
2922.04,2924.43,2928.73,2917.91,1,8/21/2019
2919.01,2900.51,2923.63,2899.6,1,8/20/2019
2913.48,2923.65,2931,2913.48,1,8/19/2019
2864.74,2888.68,2893.63,2864.74,2,8/16/2019
2846.2,2847.6,2856.67,2825.51,2,8/15/2019
2894.15,2840.6,2894.15,2839.64,2,8/14/2019
2880.72,2926.32,2943.31,2877.05,2,8/13/2019
2907.07,2883.75,2907.58,2873.14,1,8/12/2019
2930.51,2918.65,2935.75,2900.15,1,8/9/2019
2896.21,2938.09,2938.72,2894.47,2,8/8/2019
2858.65,2883.98,2892.17,2825.71,2,8/7/2019
2861.18,2881.77,2884.4,2847.42,2,8/6/2019
2898.07,2844.74,2898.07,2822.12,2,8/5/2019
2943.9,2932.05,2945.5,2914.11,2,8/2/2019
2980.32,2953.56,3013.59,2945.23,2,8/1/2019
3016.22,2980.38,3017.4,2958.08,2,7/31/2019
3007.66,3013.18,3017.19,3000.94,1,7/30/2019
3024.47,3020.97,3025.61,3014.3,1,7/29/2019
3013.25,3025.86,3027.98,3012.59,1,7/26/2019
3016.26,3003.67,3016.31,2997.24,1,7/25/2019
2998.77,3019.56,3019.59,2996.82,1,7/24/2019
2994.74,3005.47,3005.9,2988.56,1,7/23/2019
2981.93,2985.03,2990.71,2976.65,1,7/22/2019
3004.26,2976.61,3006.02,2975.86,1,7/19/2019
2978.87,2995.11,2998.28,2973.09,1,7/18/2019
3005.1,2984.42,3005.26,2984.25,1,7/17/2019
3012.13,3004.04,3015.02,3001.15,1,7/16/2019
3017.8,3014.3,3017.8,3008.77,1,7/15/2019
3003.36,3013.77,3013.92,3001.87,1,7/12/2019
2999.62,2999.91,3002.33,2988.8,1,7/11/2019
2989.3,2993.07,3002.98,2984.62,1,7/10/2019
2965.52,2979.63,2981.9,2963.44,1,7/9/2019
2979.77,2975.95,2980.76,2970.09,1,7/8/2019
2984.25,2990.41,2994.03,2967.97,1,7/5/2019
2978.08,2995.82,2995.84,2977.96,1,7/3/2019
2964.66,2973.01,2973.21,2955.92,1,7/2/2019
2971.41,2964.33,2977.93,2952.22,2,7/1/2019
2932.94,2941.76,2943.98,2929.05,2,6/28/2019
2919.66,2924.92,2929.3,2918.57,1,6/27/2019
2926.07,2913.78,2932.59,2912.99,2,6/26/2019
2945.78,2917.38,2946.52,2916.01,2,6/25/2019
2951.42,2945.35,2954.92,2944.05,1,6/24/2019
2952.71,2950.46,2964.15,2946.87,3,6/21/2019
2949.6,2954.18,2958.06,2931.5,2,6/20/2019
2920.55,2926.46,2931.74,2911.43,1,6/19/2019
2906.71,2917.75,2930.79,2905.44,2,6/18/2019
2889.75,2889.67,2897.27,2887.3,1,6/17/2019
2886.82,2886.98,2894.45,2879.62,1,6/14/2019
2886.24,2891.64,2895.24,2881.99,1,6/13/2019
2882.73,2879.84,2888.57,2874.68,1,6/12/2019
2903.27,2885.72,2910.61,2878.53,2,6/11/2019
2885.83,2886.73,2904.77,2885.51,1,6/10/2019
2852.87,2873.34,2884.97,2852.87,1,6/7/2019
2828.51,2843.49,2852.1,2822.45,1,6/6/2019
2818.09,2826.15,2827.28,2800.92,2,6/5/2019
2762.64,2803.27,2804.49,2762.64,2,6/4/2019
2751.53,2744.45,2763.07,2728.81,2,6/3/2019
2766.15,2752.06,2768.98,2750.52,2,5/31/2019
2786.94,2788.86,2799,2776.74,1,5/30/2019
2790.25,2783.02,2792.03,2766.06,2,5/29/2019
2830.03,2802.39,2840.51,2801.58,2,5/28/2019
2832.41,2826.06,2841.36,2820.19,1,5/24/2019
2836.7,2822.24,2836.7,2805.49,2,5/23/2019
2856.06,2856.27,2865.47,2851.11,1,5/22/2019
2854.02,2864.36,2868.88,2854.02,1,5/21/2019
2841.94,2840.23,2853.86,2831.29,1,5/20/2019
2858.6,2859.53,2885.48,2854.23,1,5/17/2019
2855.8,2876.32,2892.15,2855.8,1,5/16/2019
2820.38,2850.96,2858.68,2815.08,1,5/15/2019
2820.12,2834.41,2852.54,2820.12,1,5/14/2019
2840.19,2811.87,2840.19,2801.43,2,5/13/2019
2863.1,2881.4,2891.31,2825.39,2,5/10/2019
2859.84,2870.72,2875.97,2836.4,2,5/9/2019
2879.61,2879.42,2897.96,2873.28,1,5/8/2019
2913.03,2884.05,2913.03,2862.6,2,5/7/2019
2908.89,2932.47,2937.32,2898.21,1,5/6/2019
2929.21,2945.64,2947.85,2929.21,1,5/3/2019
2922.16,2917.52,2931.68,2900.5,2,5/2/2019
2952.33,2923.73,2954.13,2923.36,2,5/1/2019
2937.14,2945.83,2948.22,2924.11,2,4/30/2019
2940.58,2943.03,2949.52,2939.35,1,4/29/2019
2925.81,2939.88,2939.88,2917.56,2,4/26/2019
2928.99,2926.17,2933.1,2912.84,2,4/25/2019
2934,2927.25,2936.83,2926.05,2,4/24/2019
2909.99,2933.68,2936.31,2908.53,2,4/23/2019
2898.78,2907.97,2909.51,2896.35,1,4/22/2019
2904.81,2905.03,2908.4,2891.9,2,4/18/2019
2916.04,2900.45,2918,2895.45,2,4/17/2019
2912.26,2907.06,2916.06,2900.71,2,4/16/2019
2908.32,2905.58,2909.6,2896.48,1,4/15/2019
2900.86,2907.41,2910.54,2898.37,2,4/12/2019
2891.92,2888.32,2893.42,2881.99,1,4/11/2019
2881.37,2888.21,2889.71,2879.13,1,4/10/2019
2886.58,2878.2,2886.88,2873.33,1,4/9/2019
2888.46,2895.77,2895.95,2880.78,1,4/8/2019
2884.16,2892.74,2893.24,2882.99,1,4/5/2019
2873.99,2879.39,2881.28,2867.14,1,4/4/2019
2876.09,2873.4,2885.25,2865.17,2,4/3/2019
2868.24,2867.24,2872.9,2858.75,1,4/2/2019
2848.63,2867.19,2869.4,2848.63,2,4/1/2019
2828.27,2834.4,2836.03,2819.23,2,3/29/2019
2809.4,2815.44,2819.71,2798.77,1,3/28/2019
2819.72,2805.37,2825.56,2787.72,1,3/27/2019
2812.66,2818.46,2829.87,2803.99,1,3/26/2019
2796.01,2798.36,2809.79,2785.02,1,3/25/2019
2844.52,2800.71,2846.16,2800.47,2,3/22/2019
2819.72,2854.88,2860.31,2817.38,2,3/21/2019
2831.34,2824.23,2843.54,2812.43,2,3/20/2019
2840.76,2832.57,2852.42,2823.27,2,3/19/2019
2822.61,2832.94,2835.41,2821.99,2,3/18/2019
2810.79,2822.48,2830.73,2810.79,3,3/15/2019
2810.38,2808.48,2815,2803.46,2,3/14/2019
2799.78,2810.92,2821.24,2799.78,2,3/13/2019
2787.34,2791.52,2798.32,2786.73,1,3/12/2019
2747.61,2783.3,2784,2747.61,2,3/11/2019
2730.79,2743.07,2744.13,2722.27,1,3/8/2019
2766.53,2748.93,2767.25,2739.09,2,3/7/2019
2790.27,2771.45,2790.27,2768.69,2,3/6/2019
2794.41,2789.65,2796.44,2782.97,2,3/5/2019
2814.37,2792.81,2816.88,2767.66,2,3/4/2019
2798.22,2803.69,2808.02,2787.38,2,3/1/2019
2788.11,2784.49,2793.73,2782.51,2,2/28/2019
2787.5,2792.38,2795.76,2775.13,2,2/27/2019
2792.36,2793.9,2803.12,2789.47,2,2/26/2019
2804.35,2796.11,2813.49,2794.99,2,2/25/2019
2780.67,2792.67,2794.2,2779.11,2,2/22/2019
2780.24,2774.88,2781.58,2764.55,1,2/21/2019
2779.05,2784.7,2789.88,2774.06,2,2/20/2019
2769.28,2779.76,2787.33,2767.29,1,2/19/2019
2760.24,2775.6,2775.66,2760.24,2,2/15/2019
2743.5,2745.73,2757.9,2731.23,2,2/14/2019
2750.3,2753.03,2761.85,2748.63,2,2/13/2019
2722.61,2744.73,2748.19,2722.61,2,2/12/2019
2712.4,2709.8,2718.05,2703.79,1,2/11/2019
2692.36,2707.88,2708.07,2681.83,2,2/8/2019
2717.53,2706.05,2719.32,2687.26,2,2/7/2019
2735.05,2731.61,2738.08,2724.15,2,2/6/2019
2728.34,2737.7,2738.98,2724.03,2,2/5/2019
2706.49,2724.87,2724.99,2698.75,2,2/4/2019
2702.32,2706.53,2716.66,2696.88,2,2/1/2019
2685.49,2704.1,2708.95,2678.65,3,1/31/2019
2653.62,2681.05,2690.44,2648.34,2,1/30/2019
2644.89,2640,2650.93,2631.05,2,1/29/2019
2644.97,2643.85,2644.97,2624.06,2,1/28/2019
2657.44,2664.76,2672.38,2657.33,2,1/25/2019
2638.84,2642.33,2647.2,2627.01,2,1/24/2019
2643.48,2638.7,2653.19,2612.86,2,1/23/2019
2657.88,2632.9,2657.88,2617.27,2,1/22/2019
2651.27,2670.71,2675.47,2647.58,2,1/18/2019
2609.28,2635.96,2645.06,2606.36,2,1/17/2019
2614.75,2616.1,2625.76,2612.68,2,1/16/2019
2585.1,2610.3,2613.08,2585.1,2,1/15/2019
2580.31,2582.61,2589.32,2570.41,2,1/14/2019
2588.11,2596.26,2596.27,2577.4,2,1/11/2019
2573.51,2596.64,2597.82,2562.02,2,1/10/2019
2580,2584.96,2595.32,2568.89,2,1/9/2019
2568.11,2574.41,2579.82,2547.56,2,1/8/2019
2535.61,2549.69,2566.16,2524.56,2,1/7/2019
2474.33,2531.94,2538.07,2474.33,2,1/4/2019
2491.92,2447.89,2493.14,2443.96,2,1/3/2019
2476.96,2510.03,2519.49,2467.47,2,1/2/2019
2498.94,2506.85,2509.24,2482.82,1,12/31/2018
2498.77,2485.74,2520.27,2472.89,2,12/28/2018
2442.5,2488.83,2489.1,2397.94,2,12/27/2018
2363.12,2467.7,2467.76,2346.58,2,12/26/2018
2400.56,2351.1,2410.34,2351.1,1,12/24/2018
2465.38,2416.62,2504.41,2408.55,4,12/21/2018
2496.77,2467.42,2509.63,2441.18,3,12/20/2018
2547.05,2506.96,2585.29,2488.96,3,12/19/2018
2559.9,2546.16,2573.99,2528.71,2,12/18/2018
2590.75,2545.94,2601.13,2530.54,2,12/17/2018
2629.68,2599.95,2635.07,2593.84,2,12/14/2018
2658.7,2650.54,2670.19,2637.27,2,12/13/2018
2658.23,2651.07,2685.44,2650.26,2,12/12/2018
2664.44,2636.78,2674.35,2621.3,2,12/11/2018
2630.86,2637.72,2647.51,2583.23,2,12/10/2018
2691.26,2633.08,2708.54,2623.14,2,12/7/2018
2663.51,2695.95,2696.15,2621.53,3,12/6/2018
2782.43,2700.06,2785.93,2697.18,2,12/4/2018
2790.5,2790.37,2800.18,2773.38,2,12/3/2018
2737.76,2760.17,2760.88,2732.76,3,11/30/2018
2736.97,2737.76,2753.75,2722.94,2,11/29/2018
2691.45,2743.79,2744,2684.38,2,11/28/2018
2663.75,2682.17,2682.53,2655.89,2,11/27/2018
2649.97,2673.45,2674.35,2649.97,2,11/26/2018
2633.36,2632.56,2647.55,2631.09,996,11/23/2018
2657.74,2649.93,2670.73,2649.82,2,11/21/2018
2654.6,2641.89,2669.44,2631.52,2,11/20/2018
2730.74,2690.73,2733.16,2681.09,2,11/19/2018
2718.54,2736.27,2746.75,2712.16,2,11/16/2018
2693.52,2730.2,2735.38,2670.75,2,11/15/2018
2737.9,2701.58,2746.8,2685.75,2,11/14/2018
2730.05,2722.18,2754.6,2714.98,2,11/13/2018
2773.93,2726.22,2775.99,2722,2,11/12/2018
2794.1,2781.01,2794.1,2764.24,2,11/9/2018
2806.38,2806.83,2814.75,2794.99,2,11/8/2018
2774.13,2813.89,2815.15,2774.13,2,11/7/2018
2738.4,2755.45,2756.82,2737.08,2,11/6/2018
2726.37,2738.31,2744.27,2717.94,2,11/5/2018
2745.45,2723.06,2756.55,2700.44,2,11/2/2018
2717.58,2740.37,2741.67,2708.85,2,11/1/2018
2705.6,2711.74,2736.69,2705.6,3,10/31/2018
2640.68,2682.63,2685.43,2635.34,3,10/30/2018
2682.65,2641.25,2706.85,2603.54,2,10/29/2018
2667.86,2658.69,2692.38,2628.16,3,10/26/2018
2674.88,2705.57,2722.7,2667.84,3,10/25/2018
2737.87,2656.1,2742.59,2651.89,3,10/24/2018
2721.03,2740.69,2753.59,2691.43,2,10/23/2018
2773.94,2755.88,2778.94,2749.22,2,10/22/2018
2775.66,2767.78,2797.77,2760.27,2,10/19/2018
2802,2768.78,2806.04,2755.18,2,10/18/2018
2811.67,2809.21,2816.94,2781.81,2,10/17/2018
2767.05,2809.92,2813.46,2766.91,2,10/16/2018
2763.83,2750.79,2775.99,2749.03,2,10/15/2018
2770.54,2767.13,2775.77,2729.44,2,10/12/2018
2776.87,2728.37,2795.14,2710.51,3,10/11/2018
2873.9,2785.68,2874.02,2784.86,2,10/10/2018
2882.51,2880.34,2894.83,2874.27,2,10/9/2018
2877.53,2884.43,2889.45,2862.08,2,10/8/2018
2902.54,2885.57,2909.64,2869.29,2,10/5/2018
2919.35,2901.61,2919.78,2883.92,2,10/4/2018
2931.69,2925.51,2939.86,2921.36,2,10/3/2018
2923.8,2923.43,2931.42,2919.37,2,10/2/2018
2926.29,2924.59,2937.06,2917.91,2,10/1/2018
2910.03,2913.98,2920.53,2907.5,2,9/28/2018
2911.65,2914,2927.22,2909.27,1,9/27/2018
2916.98,2905.97,2931.15,2903.28,2,9/26/2018
2921.75,2915.56,2923.95,2913.7,2,9/25/2018
2921.83,2919.37,2923.79,2912.63,2,9/24/2018
2936.76,2929.67,2940.91,2927.11,3,9/21/2018
2919.73,2930.75,2934.8,2919.73,2,9/20/2018
2906.6,2907.95,2912.36,2903.82,1,9/19/2018
2890.74,2904.31,2911.17,2890.43,1,9/18/2018
2903.83,2888.8,2904.65,2886.16,1,9/17/2018
2906.38,2904.98,2908.3,2895.77,1,9/14/2018
2896.85,2904.18,2906.76,2896.39,2,9/13/2018
2888.29,2888.92,2894.65,2879.2,2,9/12/2018
2871.57,2887.89,2892.52,2866.78,1,9/11/2018
2881.39,2877.13,2886.93,2875.94,1,9/10/2018
2868.26,2871.68,2883.81,2864.12,1,9/7/2018
2888.64,2878.05,2892.05,2867.29,2,9/6/2018
